fdc_id,data_type,description,Protein (g),Total Fat (g),Carbohydrate (g),Energy (kcal),Fiber (g),Calcium (mg),Magnesium (mg),Potassium (mg),Sodium (mg),Sugars (g)
2003588,foundation_food,"Flour, semolina, coarse and semi-coarse",11.73125,1.597,73.82345,0.0,3.216,17.16,35.21,173.8,0.0,0.0
2003589,foundation_food,"Flour, semolina, fine",13.33125,1.838,71.98575,0.0,3.683,19.76,46.28,207.8,0.4263,0.0
2003590,foundation_food,"Apple juice, with added vitamin C, from concentrate, shelf stable",0.0859375,0.2863,11.3639625,0.0,0.0,7.099,4.861,95.87,4.872,0.0
2003591,foundation_food,"Orange juice, no pulp, not fortified, from concentrate, refrigerated",0.734375,0.325,10.340625,0.0,0.0,12.81,10.64,179.5,5.231,0.0
2003592,foundation_food,"Grape juice, purple, with added vitamin C, from concentrate, shelf stable",0.2578125,0.2875,15.6227875,0.0,0.0,9.741,7.873,49.78,4.019,0.0
2003593,foundation_food,"Grape juice, white, with added vitamin C, from concentrate, shelf stable",0.09375,0.265,15.84375,0.0,0.0,7.318,4.274,49.01,7.188,0.0
2003594,foundation_food,"Cranberry juice, not fortified, from concentrate, shelf stable",0.0,0.3375,7.26375,0.0,0.0,6.641,4.381,70.58,6.341,0.0
2003595,foundation_food,"Grapefruit juice, red, not fortified, not from concentrate, refrigerated",0.5703125,0.2669,9.1021875,0.0,0.0,8.879,7.748,128.3,1.031,0.0
2003596,foundation_food,"Tomato juice, with added ingredients, from concentrate, shelf stable",0.859375,0.2875,4.320625,0.0,0.0,9.744,10.43,197.6,235.6,0.0
2003597,foundation_food,"Orange juice, no pulp, not fortified, not from concentrate, refrigerated",0.8125,0.3563,10.0124,0.0,0.0,9.288,10.26,182.8,0.075,0.0
2003598,foundation_food,"Mushroom, portabella",2.75,0.3117,4.6583,0.0,1.879,3.235,9.037,349.3,5.312,0.0
2003599,foundation_food,"Mushroom, king oyster",2.40625,0.3075,8.50065,0.0,3.009,0.0,13.51,294.5,0.7713,0.0
2003600,foundation_food,"Mushroom, enoki",2.416875,0.245,8.141425,0.0,2.945,1.432,12.84,402.3,0.4167,0.0
2003601,foundation_food,"Mushroom, crimini",3.09375,0.1967,4.01455,0.0,1.781,4.105,10.25,380.3,4.572,0.0
2003602,foundation_food,"Mushroom, maitake",2.203125,0.265,6.604375,0.0,3.071,0.0,11.04,260.0,0.345,0.0
2003603,foundation_food,"Mushroom, beech",2.18,0.4494,6.7593,0.0,3.139,0.4325,10.49,375.9,0.8913,0.0
2003604,foundation_food,"Mushroom, pioppini",3.5,0.24,5.7637,0.0,2.753,0.0,15.99,392.4,0.0,0.0
2257044,foundation_food,"Soy milk, sweetened, plain, refrigerated",2.776875,1.957,2.996125,0.0,0.0,154.8,17.46,117.9,39.44,0.0
2257045,foundation_food,"Almond milk, unsweetened, plain, refrigerated",0.65625,1.558,0.67075,0.0,0.0,157.5,8.249,49.27,59.22,0.0
2257046,foundation_food,"Oat milk, unsweetened, plain, refrigerated",0.796875,2.749,5.100325,0.0,0.0,148.5,5.909,148.4,41.98,0.0
2258586,foundation_food,"Carrots, mature, raw",0.94125,0.3506,10.26755,0.0,3.095,30.48,12.45,279.6,86.65,0.0
2258587,foundation_food,"Carrots, baby, raw",0.805,0.1375,9.0787,0.0,2.694,42.23,11.06,237.3,62.66,0.0
2258588,foundation_food,"Peppers, bell, green, raw",0.715,0.1063,4.7781,0.0,0.9419,7.496,9.004,163.1,0.0,0.0
2258589,foundation_food,"Peppers, bell, yellow, raw",0.819375,0.1211,6.601725,0.0,1.071,6.686,10.34,197.3,0.0,0.0
2258590,foundation_food,"Peppers, bell, red, raw",0.895625,0.1256,6.653175,0.0,1.158,6.361,10.98,212.7,0.0,0.0
2258591,foundation_food,"Peppers, bell, orange, raw",0.881875,0.1556,6.703125,0.0,0.9674,4.899,10.43,200.8,0.0,0.0
2259792,foundation_food,"Buttermilk, low fat",3.464978,1.081,4.811522,0.0,0.0,120.1,11.03,158.0,92.49,0.0
2259793,foundation_food,"Yogurt, plain, whole milk",3.824172,4.484,5.574928,0.0,0.0,126.8,11.45,164.1,41.78,0.0
2259794,foundation_food,"Yogurt, Greek, plain, whole milk",8.77888,4.394,4.75402,0.0,0.0,110.9,10.7,146.9,33.76,0.0
2259795,foundation_food,"Cheese, parmesan, grated, refrigerated",30.13912,29.5,4.33188,0.0,0.0,950.4,35.37,73.95,1046.0,0.0
2259796,foundation_food,"Cheese, feta, whole milk, crumbled",19.70782,19.08,5.58318,0.0,0.0,371.1,17.69,105.3,1034.0,0.0
2261420,foundation_food,"Flour, almond",26.24375,50.23,16.24925,0.0,9.266,232.3,251.1,666.8,0.8944,0.0
2261421,foundation_food,"Flour, oat, whole grain",13.16875,6.309,69.91725,0.0,10.5,42.81,125.3,373.1,3.619,0.0
2261422,foundation_food,"Flour, potato",8.1125,0.9513,79.9422,0.0,5.401,44.12,73.65,1269.0,47.66,0.0
2262072,foundation_food,"Peanut butter, creamy",23.99124,49.43,22.70376,0.0,6.323,49.85,192.6,654.0,220.7,0.0
2262073,foundation_food,"Sesame butter, creamy",19.7054,62.4,14.179,0.0,8.372,115.8,356.8,407.7,63.63,0.0
2262074,foundation_food,"Almond butter, creamy",20.78734,53.04,21.23666,0.0,9.718,263.8,267.8,745.4,0.9963,0.0
2262075,foundation_food,"Flaxseed, ground",18.0359,37.28,34.3551,0.0,23.13,229.9,372.1,793.4,36.74,0.0
2263887,foundation_food,"Strawberries, raw",0.640625,0.22,7.964375,0.0,0.0,16.9,12.52,160.7,0.0,0.0
2263888,foundation_food,"Raspberries, raw",1.008125,0.1875,12.904375,0.0,0.0,16.41,19.15,155.8,0.0,0.0
2263889,foundation_food,"Blueberries, raw",0.703125,0.3063,14.571775,0.0,0.0,11.69,6.179,85.64,0.0,0.0
2263890,foundation_food,"Grapes, red, seedless, raw",0.914375,0.1638,20.196825,0.0,0.0,10.17,8.556,229.4,6.999,0.0
2263891,foundation_food,"Grapes, green, seedless, raw",0.89875,0.2325,18.60375,0.0,0.0,9.897,7.118,218.1,3.171,0.0
2263892,foundation_food,"Applesauce, unsweetened, with added vitamin C",0.2734375,0.1625,12.2615625,0.0,0.0,3.821,3.938,107.7,0.5038,0.0
2346384,foundation_food,"Cottage cheese, full fat, large or small curd",11.62436,4.225,4.59964,0.0,0.0,88.27,9.189,123.6,349.8,0.0
2346385,foundation_food,"Cream cheese, full fat, block",5.78985,33.49,4.55615,0.0,0.0,97.11,8.914,124.8,367.8,0.0
2346386,foundation_food,"Cream, heavy",2.017994,35.56,3.799506,0.0,0.0,61.21,5.974,96.94,20.61,0.0
2346387,foundation_food,"Cream, sour, full fat",3.070694,17.99,5.555506,0.0,0.0,107.2,10.11,153.8,50.04,0.0
